AGEP,SCHL,MAR,RELP,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,SEX,RAC1P,ESR
65,16,5,17,1,0,1,1,2,4,1,2,2,2,1,1,0
24,14,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
25,16,1,16,1,0,5,1,4,1,2,2,2,2,1,1,0
18,18,5,17,2,0,1,1,4,4,1,2,2,2,2,1,1
65,16,5,17,1,0,1,1,2,4,1,2,2,2,1,1,0
46,16,5,16,1,0,4,1,4,1,2,2,2,1,1,1,0
26,16,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
24,20,5,17,2,0,1,1,4,2,1,2,2,2,1,1,0
18,18,5,17,2,0,1,1,4,4,1,2,2,2,1,1,0
21,14,5,16,2,0,1,1,4,1,1,2,2,2,2,2,0
19,19,5,17,2,0,1,3,4,2,1,2,2,2,1,1,0
78,12,5,16,1,0,1,1,4,1,1,2,2,1,2,1,0
27,12,5,16,1,0,1,3,4,1,1,2,2,1,2,1,0
43,17,3,17,2,0,1,3,4,2,1,2,2,2,1,1,0
34,16,1,16,2,0,1,1,4,4,1,2,2,2,1,1,0
19,19,5,17,2,0,1,1,4,1,1,2,2,2,2,1,1
72,16,1,16,1,0,1,1,4,1,1,2,2,1,1,1,0
20,19,5,17,2,0,1,1,4,1,1,2,2,2,2,1,0
93,19,1,16,1,0,1,1,2,1,1,2,2,1,1,1,0
34,15,5,16,1,0,1,1,4,1,1,2,2,2,1,1,0
45,17,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
93,19,3,16,1,0,1,1,4,4,1,2,1,1,2,1,0
88,16,3,16,1,0,1,1,4,1,1,2,2,1,2,2,0
93,13,2,16,1,0,1,3,4,4,1,1,1,1,2,1,0
47,12,5,16,2,0,1,3,4,1,1,2,2,2,1,1,0
18,18,5,17,2,0,1,3,4,4,1,2,2,2,1,1,0
23,17,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
61,16,3,16,1,0,1,1,4,1,1,2,2,1,1,2,0
21,19,5,17,2,0,1,1,4,1,1,2,2,2,2,2,0
33,16,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
48,19,1,17,2,0,1,3,4,1,1,2,2,2,1,1,0
68,16,1,16,1,0,1,1,3,1,1,1,1,1,1,2,0
23,19,5,17,2,0,1,1,4,1,1,2,2,2,2,1,0
18,18,5,17,2,0,1,3,4,1,1,2,2,2,2,1,0
19,19,5,17,2,0,1,1,4,1,1,2,2,2,1,1,0
63,16,5,16,1,0,1,1,4,1,1,2,2,2,1,2,0
57,12,5,16,1,0,1,1,4,1,1,1,2,2,1,2,0
39,16,4,16,2,0,1,3,4,1,1,2,2,2,1,2,0
22,16,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
93,13,2,16,1,0,1,1,4,1,1,2,2,1,2,1,0
59,1,5,17,1,0,1,1,4,1,1,2,2,1,1,1,0
33,13,1,16,2,0,1,1,4,2,1,2,2,2,1,2,0
42,1,5,17,1,0,1,1,4,1,1,2,2,1,2,2,0
66,19,3,16,2,0,1,1,4,2,1,2,2,2,1,1,0
35,13,1,16,2,0,1,1,4,1,1,2,2,2,1,2,0
20,19,5,17,2,0,1,1,4,1,1,2,2,2,1,1,0
53,10,3,16,1,0,1,3,4,2,1,1,2,1,1,1,0
36,20,3,16,2,0,1,3,4,1,1,2,2,2,1,1,0
70,14,1,16,1,0,1,1,4,4,1,2,2,1,1,1,0
18,16,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
39,19,5,16,2,0,1,3,4,1,1,2,2,2,2,2,0
93,16,2,16,1,0,1,1,4,1,1,1,1,1,2,2,0
73,19,3,16,1,0,1,3,4,1,1,2,1,1,2,1,0
29,16,3,16,1,0,1,1,4,2,1,2,1,2,1,1,0
50,21,5,17,2,0,4,1,4,1,2,2,2,2,2,6,1
65,16,3,16,1,0,1,3,4,2,1,2,1,2,1,2,0
82,16,2,16,1,0,1,3,4,1,1,2,2,1,2,1,0
27,12,5,16,2,0,1,3,4,2,1,2,2,2,1,2,0
60,20,5,16,2,0,1,3,4,1,1,2,2,2,1,1,0
38,12,1,16,2,0,1,1,4,1,1,2,2,2,1,1,0
53,14,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
72,16,2,16,1,0,1,1,2,1,1,1,2,2,1,1,0
39,17,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
36,9,5,16,2,0,5,3,4,1,2,2,2,2,1,8,0
18,16,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
83,16,2,16,1,0,1,3,4,4,1,1,2,1,2,1,0
34,17,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
19,18,5,17,1,0,1,3,4,4,1,2,2,1,1,1,0
83,11,3,16,1,0,1,3,4,1,1,2,2,1,2,2,0
19,19,5,17,2,0,1,3,3,1,1,2,2,2,2,1,0
19,16,5,17,2,0,1,3,4,4,1,2,2,2,2,9,1
22,21,5,17,2,0,4,3,4,1,2,2,2,2,2,1,1
70,16,5,16,1,0,1,1,4,1,1,2,2,1,2,2,0
93,19,2,16,1,0,1,1,2,1,1,2,2,2,1,1,0
55,16,5,16,1,0,1,1,4,1,1,2,2,1,1,2,0
64,16,4,16,1,0,1,3,2,1,1,1,1,1,1,2,0
38,11,5,17,1,0,1,1,4,1,1,2,2,1,1,1,1
20,16,5,17,2,0,1,1,4,4,1,2,2,2,1,1,1
58,16,1,16,2,0,5,3,4,1,2,2,2,2,1,8,0
21,19,5,17,2,0,1,1,4,1,1,2,2,2,1,1,0
17,8,5,16,2,0,1,3,4,1,1,2,2,2,2,1,0
73,22,5,17,2,0,1,1,4,1,1,2,2,2,2,1,0
21,19,5,17,1,0,1,3,4,2,1,1,2,2,2,2,1
65,16,5,17,1,0,1,1,2,4,1,2,2,2,1,1,0
17,14,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
29,17,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
80,16,2,16,1,0,1,3,4,2,1,1,2,1,2,1,0
19,18,5,17,2,0,1,1,4,4,1,2,2,2,2,1,1
27,19,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
31,16,4,16,2,0,1,3,4,2,1,2,2,2,2,2,0
50,17,5,17,1,0,1,1,4,1,1,1,2,1,2,1,1
26,16,5,16,2,0,1,3,4,1,1,2,2,2,1,1,0
35,19,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
16,11,5,17,2,0,1,3,0,1,1,2,2,2,1,2,0
66,22,3,16,2,0,1,1,4,1,1,2,2,2,1,2,0
64,13,5,16,1,0,1,3,4,1,1,2,2,1,1,2,0
34,17,3,16,2,0,1,1,4,4,1,2,2,2,1,1,0
63,19,5,16,1,0,1,1,4,1,1,2,2,2,2,2,0
26,12,5,16,2,0,1,1,4,2,1,2,2,2,1,2,0
34,16,5,16,2,0,1,3,4,4,1,2,2,2,1,2,0
48,19,1,17,2,0,1,3,4,1,1,2,2,2,1,1,0
27,13,1,16,2,0,1,3,4,1,1,2,2,2,1,2,0
22,20,5,17,2,0,1,1,1,2,1,2,2,2,1,1,0
20,19,5,17,2,0,1,1,4,1,1,2,2,2,1,1,0
18,18,5,17,2,0,1,3,4,2,1,2,2,2,1,1,0
25,1,5,16,1,0,1,1,4,4,1,2,2,1,1,2,0
55,19,5,17,1,0,1,3,4,1,1,2,1,1,1,2,0
42,9,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
53,14,3,17,1,0,1,3,4,1,1,2,2,2,1,2,0
72,22,5,17,2,0,1,1,4,1,1,2,2,2,2,1,0
21,17,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
22,13,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
41,9,5,16,2,0,1,1,4,1,1,2,2,2,1,1,0
26,12,5,16,2,0,1,1,4,2,1,2,2,2,1,2,0
53,14,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
78,13,2,16,1,0,1,1,4,1,1,2,1,2,2,2,0
18,18,5,17,2,0,1,3,4,1,1,2,2,2,2,1,0
82,10,2,16,2,0,1,1,4,1,1,2,2,2,2,1,0
18,19,5,17,2,0,1,3,4,2,1,2,2,2,1,1,0
23,21,5,17,2,0,1,3,4,1,1,2,2,2,1,1,0
40,13,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
68,22,1,16,1,0,1,1,4,1,1,2,2,2,1,2,0
72,22,5,17,2,0,1,1,4,1,1,2,2,2,2,1,0
19,16,5,17,1,0,1,1,4,1,1,1,2,2,1,2,1
78,16,1,16,1,0,1,3,4,4,1,1,2,1,2,1,0
52,19,5,16,2,0,1,3,4,2,1,2,2,2,1,1,0
19,19,5,17,2,0,1,1,4,1,1,2,2,2,2,2,0
75,19,5,16,1,0,1,1,4,4,1,2,2,2,2,1,0
20,16,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
40,13,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
20,19,5,17,2,0,1,1,4,1,1,2,2,2,2,1,1
35,13,1,16,2,0,1,3,4,1,1,2,2,2,1,1,0
80,16,3,16,1,0,1,1,4,1,1,2,2,2,1,1,0
56,12,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
72,21,3,16,1,0,1,1,4,4,1,2,2,1,2,1,0
23,9,5,16,2,0,5,3,4,1,2,2,2,2,1,8,0
28,18,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
27,14,5,16,1,0,1,1,4,4,1,2,1,2,2,2,0
19,13,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
21,19,5,17,2,0,1,1,4,1,1,2,2,2,2,1,1
55,16,5,16,2,0,1,1,4,1,1,2,2,2,1,1,0
20,16,5,17,2,0,1,1,4,2,1,2,2,2,1,1,0
56,19,3,17,1,0,1,3,4,1,1,2,2,1,1,2,0
17,13,5,16,1,0,1,3,4,1,1,2,2,1,1,2,0
55,17,5,16,2,0,1,1,4,2,1,2,2,2,1,2,0
20,19,5,17,2,0,1,1,4,1,1,2,2,2,2,2,0
63,17,2,16,1,0,1,1,2,1,1,2,2,2,1,2,0
81,21,2,16,1,0,1,3,4,2,1,2,1,2,2,1,0
47,14,1,16,1,0,1,3,4,1,1,2,2,2,2,2,0
15,11,5,16,2,0,1,3,0,2,1,2,2,2,1,2,0
53,14,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
22,12,5,16,2,0,1,1,4,1,1,2,2,2,1,1,0
39,21,5,17,2,0,1,3,4,1,1,2,2,2,2,1,0
20,15,5,17,2,0,1,3,4,1,1,2,2,2,1,2,0
26,13,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
53,11,5,17,1,0,1,1,4,3,1,2,2,1,1,1,0
22,13,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
16,11,5,17,2,0,1,3,0,1,1,2,2,2,1,2,0
52,16,1,16,2,0,1,1,4,1,1,2,2,2,1,2,0
59,16,3,16,1,0,1,1,4,1,1,2,2,1,1,2,0
93,16,2,16,1,0,1,3,4,1,1,2,2,2,2,1,0
57,19,5,17,1,0,1,1,4,1,1,2,2,1,2,1,1
20,13,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
44,21,1,16,2,0,1,1,2,4,1,2,2,2,1,1,0
25,17,5,16,1,0,1,1,4,1,1,1,2,1,1,1,0
48,19,3,16,1,0,1,1,2,2,1,1,2,2,1,1,0
34,18,5,16,2,0,1,3,4,2,1,2,2,2,1,1,0
93,13,2,16,1,0,1,3,4,4,1,1,1,1,2,1,0
44,1,3,16,2,0,1,1,4,1,1,2,2,2,1,2,0
93,16,2,16,1,0,1,1,4,4,1,2,2,1,2,1,0
25,13,5,16,2,0,1,3,4,1,1,2,2,2,1,1,0
21,19,5,17,2,0,1,1,4,1,1,2,2,2,1,1,0
76,16,3,16,1,0,1,3,4,4,1,2,2,1,1,1,0
73,24,1,16,1,0,1,1,4,1,1,2,2,2,1,1,0
31,11,5,17,1,0,1,1,4,1,1,2,2,1,1,1,1
41,16,3,16,2,0,1,3,4,1,1,2,2,2,1,1,0
19,16,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
26,19,5,16,1,0,1,3,2,4,1,2,2,1,2,1,0
21,16,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
93,16,2,16,1,0,1,3,4,1,1,2,2,2,2,1,0
67,19,5,16,1,0,1,1,4,1,1,2,2,1,1,1,0
48,21,3,17,2,0,1,1,4,1,1,2,2,2,1,2,0
31,14,5,16,2,0,1,3,4,1,1,2,2,2,2,2,0
36,14,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
45,8,5,17,1,0,1,1,4,1,1,2,2,1,1,2,0
66,13,5,16,1,0,1,1,4,4,1,2,2,2,1,1,0
78,13,2,16,1,0,1,3,4,1,1,2,2,1,2,2,0
36,9,5,16,2,0,5,3,4,1,2,2,2,2,1,8,0
26,17,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
62,16,2,16,1,0,1,1,4,2,1,2,1,2,2,2,0
20,19,5,17,2,0,1,1,4,1,1,2,2,2,2,1,0
72,16,1,16,1,0,1,1,2,1,1,2,2,2,1,2,0
33,12,5,16,2,0,1,3,4,2,1,2,2,2,1,3,0
54,12,5,16,1,0,1,1,4,1,1,2,2,2,1,2,0
52,17,3,16,2,0,1,3,4,1,1,2,2,2,1,1,0
22,17,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
50,17,5,16,2,0,1,3,4,1,1,2,2,2,1,1,0
40,17,5,16,1,0,1,3,4,1,1,2,1,2,1,2,0
57,19,5,17,1,0,1,1,4,1,1,2,2,1,2,1,1
36,11,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
56,19,3,16,2,0,1,3,4,2,1,2,2,2,1,9,0
28,17,5,16,2,0,1,1,4,1,1,2,2,2,2,1,0
64,12,3,16,1,0,1,1,2,1,1,2,1,2,1,2,0
21,16,5,16,2,0,1,3,4,2,1,2,2,2,1,2,0
27,18,5,16,1,0,1,3,4,1,1,2,2,1,1,3,0
83,16,2,16,1,0,1,1,4,1,1,2,2,2,2,1,0
80,16,1,16,1,0,1,1,4,2,1,1,1,1,1,1,0
79,13,3,16,1,0,1,3,4,1,1,2,2,1,2,2,0
32,14,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
19,18,5,17,2,0,1,3,4,2,1,2,2,2,1,1,0
20,19,5,17,2,0,1,1,4,2,1,2,2,2,1,1,1
43,13,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
87,14,2,16,1,0,1,1,4,1,1,1,2,1,2,2,0
39,22,5,17,2,0,1,1,4,1,1,2,2,2,1,1,1
21,19,5,17,2,0,1,1,4,1,1,2,2,2,1,2,0
21,14,5,17,1,0,1,3,4,1,1,2,2,2,1,1,0
74,19,2,16,1,0,1,3,4,1,1,2,2,1,2,2,0
30,16,5,16,2,0,1,3,4,2,1,2,2,2,1,2,0
68,19,1,16,1,0,1,1,2,1,1,2,2,1,1,1,0
26,17,5,16,2,0,1,1,4,1,1,2,2,2,1,1,0
36,9,5,16,2,0,5,3,4,1,2,2,2,2,1,8,0
45,14,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
35,16,5,16,1,0,1,3,4,1,1,2,2,1,1,1,0
18,18,5,17,2,0,1,3,4,1,1,2,2,2,2,1,0
38,14,5,16,2,0,1,1,4,2,1,2,2,2,1,1,0
24,17,5,17,1,0,1,1,4,4,1,2,2,1,1,1,0
57,16,5,17,1,0,1,1,4,1,1,2,2,1,1,2,0
56,1,5,17,1,0,1,1,4,1,1,2,1,1,2,1,0
23,9,5,16,2,0,5,3,4,1,2,2,2,2,1,8,0
45,18,3,16,2,0,1,1,4,3,1,2,2,2,1,1,0
54,16,1,16,2,0,1,3,2,1,1,2,2,2,1,2,0
57,13,2,16,2,0,1,1,4,2,1,2,2,2,1,9,0
39,20,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
21,16,1,17,2,0,1,1,1,1,1,2,2,2,1,2,0
68,19,2,16,1,0,1,1,4,2,1,2,2,2,2,1,0
44,22,5,17,2,0,4,1,4,1,2,2,2,2,2,1,0
93,10,2,16,1,0,1,1,4,2,1,1,2,2,2,1,0
29,14,3,17,2,0,1,3,4,1,1,2,2,2,1,1,0
21,19,5,17,2,0,1,1,4,1,1,2,2,2,1,2,1
17,1,5,16,1,0,1,1,4,1,1,2,2,1,2,1,0
35,16,1,17,2,0,1,3,4,1,1,2,2,2,1,1,0
26,16,1,16,2,0,1,1,4,1,1,2,2,2,1,2,0
21,19,5,17,2,0,1,1,4,1,1,2,2,2,2,1,0
60,11,5,16,1,0,1,1,4,1,1,2,1,2,1,2,0
55,16,5,16,1,0,1,1,4,1,1,2,2,1,1,2,0
33,21,5,17,2,0,1,3,4,2,1,2,2,2,1,1,0
31,18,5,16,2,0,1,3,4,2,1,2,2,2,1,9,0
32,16,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
21,16,5,17,2,0,3,1,1,1,1,2,2,2,1,2,0
45,16,5,16,2,0,1,1,4,1,1,2,2,2,2,2,0
64,17,5,17,1,0,1,1,4,1,1,2,2,1,1,1,1
93,19,2,16,1,0,1,1,4,3,1,2,2,1,2,1,0
27,14,5,16,2,0,1,3,4,1,1,2,2,2,1,1,0
42,1,5,17,1,0,1,1,4,1,1,2,2,1,2,2,0
53,14,5,16,2,0,1,1,4,1,1,2,2,2,1,1,0
28,17,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
60,1,2,16,1,0,1,3,4,1,1,2,1,2,2,3,0
84,16,2,16,1,0,1,1,4,1,1,2,2,1,2,1,0
18,14,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
23,13,5,16,2,0,1,1,4,1,1,2,2,2,1,1,0
44,15,3,16,2,0,1,3,4,1,1,2,2,2,1,1,0
27,12,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
18,16,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
60,13,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
82,16,3,16,1,0,1,1,2,1,1,2,2,2,1,1,0
69,16,3,16,1,0,1,3,2,1,1,2,2,2,1,2,0
39,21,5,17,2,0,1,3,4,1,1,2,2,2,2,1,0
69,16,1,16,1,0,1,1,2,2,1,2,2,1,1,2,0
76,16,2,16,1,0,1,1,4,4,1,2,2,1,2,1,0
29,14,3,17,2,0,1,3,4,1,1,2,2,2,1,1,0
20,19,5,17,2,0,1,1,4,1,1,2,2,2,2,9,0
69,20,4,16,1,0,1,1,4,1,1,2,2,2,1,1,0
21,19,5,17,2,0,1,1,4,4,1,2,2,2,1,1,1
24,14,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
38,19,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
24,19,5,17,2,0,1,1,1,1,1,2,2,2,1,2,0
69,12,3,16,1,0,1,1,4,1,1,1,2,2,1,2,0
23,17,5,16,2,0,1,3,4,1,1,2,2,2,1,1,0
52,17,3,16,1,0,1,1,4,4,1,2,2,2,1,1,0
35,19,3,16,2,0,1,1,4,1,1,2,2,2,1,1,0
55,16,5,16,1,0,1,1,4,1,1,2,2,1,1,2,0
46,16,5,16,1,0,4,1,4,1,2,2,2,1,1,1,0
50,21,5,17,2,0,4,1,4,1,2,2,2,2,2,6,1
22,19,5,17,2,0,1,2,1,2,1,2,2,2,1,1,0
79,13,5,17,1,0,1,1,4,3,1,2,2,2,1,1,0
20,16,1,17,2,0,1,1,1,1,1,2,2,2,2,1,0
57,1,5,17,1,0,1,1,4,1,1,2,2,1,1,1,0
93,6,2,16,1,0,1,1,4,4,1,2,1,1,2,1,0
55,19,5,17,1,0,1,3,4,1,1,2,1,1,1,2,0
67,16,3,16,1,0,1,1,4,1,1,2,2,1,1,2,0
20,19,5,17,2,0,1,3,4,2,1,2,2,2,1,2,1
42,13,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
93,10,2,16,1,0,1,3,4,2,1,1,2,1,2,1,0
35,16,1,16,2,0,1,1,4,1,1,2,2,2,1,1,0
76,16,1,16,1,0,1,3,2,1,1,2,2,2,1,2,0
42,17,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
66,16,5,16,1,0,1,1,4,1,1,2,2,1,1,1,0
21,19,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
27,16,4,16,2,0,1,3,4,1,1,2,2,2,2,2,0
55,19,3,16,1,0,4,1,4,1,2,1,2,1,2,8,0
24,15,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
47,1,5,17,1,0,1,1,4,1,1,2,2,1,2,1,0
19,19,5,17,2,0,1,3,4,4,1,2,2,2,1,2,0
23,17,5,16,1,0,1,1,4,1,1,2,2,1,1,1,0
69,20,4,16,1,0,1,1,4,1,1,2,2,2,1,1,0
18,13,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
93,16,2,16,1,0,1,1,4,1,1,2,2,1,2,1,0
56,1,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
68,18,2,16,1,0,1,1,4,2,1,2,2,1,1,1,0
47,1,5,17,1,0,1,1,4,1,1,2,2,1,2,1,0
82,12,3,17,1,0,1,1,4,1,1,2,2,1,1,1,0
37,16,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
35,10,5,16,2,0,1,3,4,2,1,2,2,2,1,2,0
54,12,5,16,1,0,1,1,4,1,1,2,2,2,1,2,0
40,13,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
69,16,5,16,1,0,1,3,4,1,1,1,1,1,1,1,0
48,19,1,17,2,0,1,3,4,1,1,2,2,2,1,1,0
24,18,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
22,19,5,17,2,0,1,1,4,1,1,2,2,2,1,2,0
25,14,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
22,19,5,17,2,0,1,1,4,1,1,2,2,2,1,2,0
47,17,3,16,2,0,1,3,4,1,1,2,2,2,1,1,0
37,13,5,16,2,0,1,1,4,2,1,2,2,2,1,2,0
61,9,3,17,1,0,1,1,4,1,1,2,1,1,1,2,0
19,19,5,17,2,0,1,1,4,2,1,2,2,2,1,1,0
33,16,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
45,19,3,16,2,0,1,1,2,1,1,2,2,2,1,2,0
88,16,1,16,1,0,1,1,4,1,1,2,2,1,2,1,0
18,18,5,17,2,0,1,3,4,4,1,2,2,2,1,2,0
54,19,5,16,1,0,1,3,2,1,1,2,1,2,1,2,0
36,13,3,16,2,0,1,1,4,1,1,2,2,2,1,2,0
22,12,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
93,8,2,16,1,0,1,1,2,1,1,2,2,1,1,2,0
70,14,1,16,1,0,1,1,4,4,1,2,2,1,1,1,0
23,13,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
21,17,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
21,19,5,17,2,0,1,1,1,1,1,2,2,2,1,2,0
30,16,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
36,19,5,16,2,0,1,3,4,1,1,2,2,2,1,1,0
23,14,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
20,16,5,17,2,0,1,1,4,1,1,2,2,2,2,1,1
51,13,5,16,1,0,1,1,4,1,1,2,2,1,1,1,0
81,16,4,16,1,0,1,1,4,1,1,2,2,2,1,2,0
53,17,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
57,1,5,17,1,0,1,1,4,1,1,2,2,1,1,1,0
60,1,3,16,1,0,1,1,4,4,1,2,2,2,1,1,0
88,16,3,16,1,0,1,3,4,1,1,2,2,1,1,2,0
18,18,5,17,2,0,1,1,4,4,1,2,2,2,2,1,1
63,16,5,16,2,0,1,1,2,1,1,2,2,2,1,1,0
93,16,2,16,1,0,1,1,4,1,1,2,1,1,2,1,0
37,12,5,16,1,0,1,3,2,1,1,2,2,2,1,2,0
51,1,4,16,2,0,5,1,4,1,2,2,2,2,1,1,0
93,16,2,16,1,0,1,1,4,1,1,1,2,2,2,1,0
54,16,3,17,1,0,1,3,4,2,1,1,2,1,1,1,0
77,16,2,16,1,0,1,1,2,1,1,2,2,2,1,1,0
23,14,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
39,16,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
23,19,5,17,2,0,1,1,4,1,1,2,2,2,2,2,0
19,16,5,17,2,0,1,3,1,1,1,2,2,2,2,1,0
39,11,3,16,2,0,1,3,4,2,1,2,2,2,1,1,0
19,18,5,17,2,0,1,3,4,1,1,2,2,2,1,2,0
66,12,5,16,1,0,1,1,4,2,1,2,1,2,2,1,0
78,12,2,16,1,0,1,1,4,1,1,2,1,1,2,1,0
74,12,5,16,1,0,1,1,4,1,1,2,2,2,2,2,0
80,9,5,16,1,0,1,1,4,1,1,2,2,1,2,2,0
58,14,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
59,16,3,16,1,0,1,3,4,1,1,2,2,2,1,2,0
14,11,5,16,2,0,1,3,0,4,1,2,2,2,2,1,0
45,13,1,16,1,0,1,3,4,1,1,2,2,1,1,2,0
20,16,5,17,2,0,1,1,1,1,1,2,2,2,1,1,0
55,19,5,17,1,0,1,3,4,1,1,2,1,1,1,2,0
24,21,5,17,2,0,1,3,1,1,1,2,2,2,1,6,0
23,19,5,17,2,0,1,1,4,1,1,2,2,2,2,1,0
18,19,5,17,2,0,1,3,4,1,1,2,2,2,2,2,1
74,6,1,16,1,0,1,1,4,4,1,1,2,1,1,2,0
15,11,5,16,2,0,1,3,0,2,1,2,2,2,1,2,0
55,17,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
53,14,3,17,1,0,1,3,4,1,1,2,2,2,1,2,0
67,4,5,16,1,0,1,1,4,1,1,1,1,1,2,2,0
86,12,2,16,1,0,1,1,4,1,1,2,1,2,2,2,0
23,9,5,16,2,0,5,3,4,1,2,2,2,2,1,8,0
23,13,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
48,16,5,16,1,0,1,1,4,1,1,2,2,1,1,2,0
67,16,2,16,1,0,1,1,4,1,1,1,1,2,1,2,0
87,16,2,16,1,0,1,1,4,1,1,2,1,1,2,1,0
50,17,4,16,2,0,1,1,4,1,1,2,2,2,1,1,0
62,11,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
77,21,3,16,1,0,1,3,4,1,1,2,2,1,2,1,0
60,20,3,16,1,0,1,1,2,1,1,2,2,2,1,2,0
20,19,5,17,2,0,1,1,4,2,1,2,2,2,1,1,1
85,6,2,16,1,0,1,1,4,4,1,2,2,1,2,1,0
42,17,5,16,2,0,1,1,4,2,1,2,2,2,1,2,0
32,11,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
19,16,5,17,2,0,1,3,1,1,1,2,2,2,1,1,0
22,16,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
42,14,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
19,19,5,17,2,0,1,1,4,2,1,2,2,2,2,1,0
17,14,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
19,18,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
36,14,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
17,14,5,16,2,0,1,3,4,1,1,2,2,2,1,2,0
89,16,2,16,1,0,1,1,4,1,1,2,2,1,2,1,0
23,17,5,16,2,0,1,3,4,1,1,2,2,2,1,1,0
26,9,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
19,16,5,17,2,0,1,3,4,1,1,2,2,2,2,2,0
19,19,5,17,2,0,1,3,4,1,1,2,2,2,2,1,1
52,14,4,16,1,0,1,1,4,1,1,2,2,2,1,2,0
55,19,5,17,1,0,1,3,4,1,1,2,1,1,1,2,0
18,14,5,16,2,0,1,1,4,1,1,2,2,2,1,2,0
